airport_id,ref_time,interval_1_Arrival,interval_2_Arrival,interval_3_Arrival,interval_4_Arrival,interval_5_Arrival,interval_6_Arrival,interval_7_Arrival,interval_8_Arrival,interval_9_Arrival,interval_10_Arrival,interval_11_Arrival,interval_12_Arrival,interval_1_ETD,interval_2_ETD,interval_3_ETD,interval_4_ETD,interval_5_ETD,interval_6_ETD,interval_7_ETD,interval_8_ETD,interval_9_ETD,interval_10_ETD,interval_11_ETD,interval_12_ETD,interval_1_TFM,interval_2_TFM,interval_3_TFM,interval_4_TFM,interval_5_TFM,interval_6_TFM,interval_7_TFM,interval_8_TFM,interval_9_TFM,interval_10_TFM,interval_11_TFM,interval_12_TFM,interval_1_TBFM,interval_2_TBFM,interval_3_TBFM,interval_4_TBFM,interval_5_TBFM,interval_6_TBFM,interval_7_TBFM,interval_8_TBFM,interval_9_TBFM,interval_10_TBFM,interval_11_TBFM,interval_12_TBFM,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,departure_runways,arrival_runways
KJFK,2023-02-08 08:54:00,4,4,20,12,8,16,12,20,28,28,36,28,0,0,3,2,14,50,0,8,13,339,260,398,119,366,1155,426,961,1098,1062,2247,1430,1705,2154,2937,474,850,1774,1582,1279,2544,1328,3281,3221,3604,4870,4626,37.0,25.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KJFK,2023-02-08 09:54:00,8,16,12,20,28,28,36,28,36,32,24,20,14,50,0,8,13,339,260,398,34,193,197,206,961,1098,1062,2247,1430,1705,2154,2937,2352,736,1007,1199,1279,2544,1328,3281,3221,3604,4870,4626,5962,3812,2585,1812,35.0,24.0,7.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KJFK,2023-02-08 10:55:00,28,28,32,32,32,32,24,24,20,32,28,20,18,341,266,391,29,206,184,207,185,291,313,607,1466,1747,2209,2879,2275,795,894,1236,996,1485,1929,1039,2870,3855,4855,4512,6196,3681,2472,1793,2296,2822,3059,2175,36.0,27.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 11:54:00,36,32,24,20,20,32,28,20,20,28,32,20,34,193,197,206,171,287,315,609,265,189,452,103,2352,736,1007,1199,970,1540,1898,1056,967,1338,1909,604,5962,3812,2585,1812,2316,2707,3060,2242,2482,3224,4523,4456,37.0,28.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 12:41:00,16,20,32,28,20,20,28,28,20,20,4,24,229,159,362,256,635,235,189,436,93,160,313,96,1305,1071,1377,1893,1033,1140,1133,2098,388,877,498,1231,1839,2270,2765,3204,2180,2513,3178,4845,3800,1868,522,3181,38.0,28.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 12:54:00,20,32,28,20,20,28,32,20,16,4,28,20,171,287,315,609,265,189,452,103,152,282,109,130,970,1540,1898,1056,967,1338,1909,604,801,478,1091,1112,2316,2707,3060,2242,2482,3224,4523,4456,1805,525,2929,2662,38.0,28.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 13:57:00,24,28,28,16,20,8,24,24,24,20,24,24,234,424,192,104,147,326,82,107,147,165,108,108,1214,1065,2120,337,870,505,1365,788,1338,1257,1368,1216,2573,3187,4972,3479,1990,508,3414,2204,2163,1940,3595,2857,41.0,29.0,9.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 15:00:00,16,12,24,24,24,20,24,32,32,36,44,44,157,302,76,104,158,148,128,111,69,173,366,502,710,893,1266,553,1505,1432,1449,1038,2078,2054,2822,1893,2004,1036,3612,1435,2895,2345,3283,2859,4289,5884,7402,7873,47.0,32.0,16.0,23.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 15:54:00,24,20,24,28,32,36,44,40,36,44,44,36,67,224,96,144,39,188,341,376,291,353,60,82,1091,1120,1329,1503,1739,1673,2897,2236,2505,1974,2223,1897,1798,2112,3778,2759,3323,5897,6621,7793,7379,9269,8095,8246,49.0,31.0,18.0,24.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 16:55:00,28,36,44,48,36,40,44,36,48,40,40,24,37,205,349,350,291,370,51,79,84,72,118,87,1858,1740,2800,2304,2468,1945,2199,1927,3116,2272,1762,1250,3642,5755,6945,7722,7444,9406,7928,8205,9742,11422,10691,7356,51.0,33.0,16.0,23.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 17:56:00,36,40,44,40,48,40,40,24,48,28,28,36,303,357,64,78,81,70,111,88,277,210,116,367,2334,2183,2086,1803,3154,2252,1785,1242,3188,1380,2525,1869,7517,9275,7859,8208,10003,11290,10766,6894,6611,6721,6837,6114,50.0,30.0,14.0,21.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 18:54:00,52,40,36,28,44,36,24,36,44,36,32,36,88,73,84,113,112,354,121,377,360,519,259,277,3100,2311,1771,1178,3121,1628,2208,1797,3506,2043,2674,1653,9534,11290,10928,7726,5639,7536,6237,6951,6599,8842,8480,5370,52.0,30.0,10.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 19:54:00,44,36,24,36,44,36,32,36,28,36,36,40,112,354,121,377,360,519,259,277,75,317,82,281,3121,1628,2208,1797,3506,2043,2674,1653,2773,2021,1997,1909,5639,7536,6237,6951,6599,8842,8480,5370,4028,7777,5869,6212,51.0,30.0,10.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 20:54:00,44,36,32,36,28,36,36,40,44,40,48,40,360,519,259,277,75,317,82,281,51,49,39,57,3506,2043,2674,1653,2773,2021,1997,1909,2239,2420,1973,2172,6599,8842,8480,5370,4028,7777,5869,6212,6694,7740,7091,7667,52.0,30.0,10.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KJFK,2023-02-08 21:44:00,28,36,36,36,44,40,48,44,28,4,0,0,90,299,75,275,99,37,50,45,58,34,24,37,1911,3233,1735,1808,1960,2474,2302,1857,2394,2375,1856,1355,4191,6485,6140,6362,6816,7274,6865,7756,7635,8974,6320,5837,51.0,27.0,11.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 21:54:00,28,36,36,40,44,40,48,40,8,0,0,0,75,317,82,281,51,49,39,57,44,28,19,46,2773,2021,1997,1909,2239,2420,1973,2172,2359,1914,1809,1372,4028,7777,5869,6212,6694,7740,7091,7667,9390,6684,5745,5007,51.0,27.0,11.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 22:54:00,44,40,48,40,8,0,0,0,0,0,0,0,51,49,39,57,44,28,19,46,52,46,27,30,2239,2420,1973,2172,2359,1914,1809,1372,1205,1292,1693,483,6694,7740,7091,7667,9390,6684,5745,5007,3491,2918,6111,2877,50.0,29.0,9.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 23:09:00,40,48,40,8,0,0,0,0,0,0,0,0,49,39,57,44,28,19,46,52,46,27,30,19,2420,1973,2172,2359,1914,1809,1372,1205,1292,1693,483,834,7740,7091,7667,9390,6684,5745,5007,3491,2918,6111,2877,2045,50.0,29.0,9.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 23:28:00,44,32,4,0,0,0,0,0,0,0,0,0,47,60,34,21,40,44,48,40,22,29,26,22,1868,2294,2458,1706,1556,1264,1553,1497,1052,610,728,541,7805,7516,9103,6175,6035,4385,3579,3266,6142,1781,2044,825,50.0,29.0,9.0,0.0,8.0,7.0,1.0,0.0,0.0,2,2
KJFK,2023-02-08 23:55:00,8,0,0,0,0,0,0,0,0,0,0,0,46,24,31,36,53,44,28,30,19,25,22,20,2401,1959,1619,1376,1256,1303,1642,516,810,510,901,293,9313,6447,5974,4970,3422,2871,6194,2564,2024,1222,1812,598,49.0,28.0,8.0,0.0,8.0,7.0,2.0,0.0,0.0,2,2
KMEM,2023-02-08 00:12:00,4,0,4,0,8,4,8,4,0,4,4,16,31,133,77,0,16,4,0,0,7,14,2,0,19,0,51,0,258,75,169,47,0,65,212,602,38,0,35,3,62,257,489,70,7,0,276,624,56.0,16.5,5.5,0.0,8.0,7.0,2.5,0.0,0.0,4,3
KMEM,2023-02-08 00:54:00,0,4,8,4,8,0,0,8,12,12,4,4,10,16,4,0,0,7,14,2,0,5,8,6,0,243,89,152,64,1,18,237,576,328,34,271,37,0,224,577,73,11,0,276,361,765,145,423,63.0,5.0,3.0,0.0,8.0,7.0,3.0,0.0,0.0,4,3
KMEM,2023-02-08 01:55:00,4,0,0,8,12,16,0,8,16,44,60,60,0,7,14,2,0,5,8,6,9,12,20,13,61,0,35,220,601,315,22,314,760,2107,2627,2401,74,8,0,276,390,744,137,508,913,2756,3015,6530,60.0,4.0,2.0,0.0,8.0,7.0,3.0,0.0,0.0,4,3
KMEM,2023-02-08 02:17:00,0,8,8,12,8,0,16,36,40,68,44,60,14,2,0,0,10,7,6,12,21,14,8,29,1,237,94,664,190,28,716,1599,1774,3350,1606,2133,0,63,219,780,482,3,651,2119,2583,5205,5070,3466,60.0,4.0,2.0,0.0,8.0,7.0,3.0,0.0,0.0,4,3
KMEM,2023-02-08 02:57:00,16,12,0,8,20,48,52,68,44,68,40,88,0,7,8,6,10,12,24,8,24,11,12,0,602,302,15,415,1117,1886,2801,2053,1905,2685,2674,4511,624,543,104,518,1225,2746,3582,6422,2646,5001,3676,9548,59.0,5.0,5.0,0.0,8.0,7.0,4.0,0.0,0.0,4,3
KMEM,2023-02-08 03:55:00,16,44,60,60,44,64,52,80,60,40,68,28,9,12,20,13,24,12,12,1,5,1,0,8,760,2107,2627,2401,1696,2692,2379,4534,2354,3873,3084,1804,913,2756,3015,6530,3054,4813,3499,8581,5719,4809,9057,4173,58.0,4.0,6.0,0.0,8.0,7.0,4.0,0.0,0.0,1,3
KMEM,2023-02-08 04:55:00,44,64,52,80,60,40,68,28,4,12,0,12,24,12,12,1,5,1,0,8,1,0,0,10,1696,2692,2379,4534,2354,3873,3084,1804,189,600,298,356,3054,4813,3499,8581,5719,4809,9057,4173,831,1388,204,984,58.0,4.0,6.0,0.0,7.0,7.0,4.0,0.0,0.0,1,3
KMEM,2023-02-08 06:05:00,36,68,40,8,12,4,8,4,0,4,0,0,6,0,8,1,0,0,3,28,5,31,25,122,2754,3751,2656,528,726,242,370,87,0,18,295,2,2993,9728,4039,2484,1549,374,926,168,0,0,501,7,57.0,4.0,7.0,0.0,8.0,7.0,4.0,0.0,0.0,1,3
KMEM,2023-02-08 06:56:00,8,8,4,8,0,0,4,0,0,0,0,0,1,0,0,10,21,24,21,56,133,262,296,335,236,539,365,302,0,0,312,3,0,0,0,0,733,1310,260,879,0,0,467,41,0,0,0,0,57.0,6.0,7.0,0.0,5.0,7.0,4.0,0.0,0.0,1,3
KMEM,2023-02-08 07:56:00,0,0,4,0,0,0,0,0,0,4,0,4,21,24,21,56,133,262,296,335,352,323,320,327,0,0,312,3,0,0,0,0,16,125,3,88,0,0,467,41,0,0,0,0,0,251,7,42,56.0,6.0,6.0,0.0,6.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 08:26:00,4,0,0,0,0,0,0,4,0,4,0,4,21,56,133,262,296,335,352,323,320,327,166,73,312,3,0,0,0,0,16,125,3,88,1,55,467,41,0,0,0,0,0,251,7,42,101,31,56.0,6.0,6.0,0.0,6.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 09:05:00,0,0,0,0,4,0,4,0,4,0,0,0,184,266,329,383,354,283,344,233,106,29,47,250,0,0,0,0,139,4,78,11,56,0,1,0,0,0,0,0,160,98,0,143,31,0,0,0,56.0,5.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 09:54:00,0,4,0,4,0,4,0,0,0,0,0,0,357,331,305,338,193,83,32,45,299,76,22,20,0,141,3,87,2,55,1,0,0,0,0,1,0,245,13,0,143,31,0,0,0,0,0,0,56.0,6.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 10:31:00,0,4,4,0,0,0,0,0,0,0,0,8,349,261,143,39,47,178,202,21,31,14,121,190,6,85,43,13,1,0,0,0,0,2,208,315,0,143,25,6,0,0,0,0,0,0,54,346,56.0,6.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 10:55:00,0,4,0,0,0,0,0,0,0,8,12,4,190,85,36,132,208,73,22,20,40,244,42,77,1,55,1,0,0,0,0,1,118,300,217,237,130,31,0,0,0,0,0,0,0,374,595,183,56.0,6.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,4,1
KMEM,2023-02-08 11:41:00,0,0,0,0,0,0,8,12,4,12,8,20,131,240,40,31,11,46,263,18,78,100,14,8,0,0,0,0,1,121,301,213,237,278,329,812,0,0,0,0,0,0,374,595,233,385,235,1423,56.0,7.0,7.0,0.0,3.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 11:55:00,0,0,0,0,0,8,12,4,12,8,20,16,208,73,22,20,40,244,42,77,100,14,7,20,0,0,0,1,118,300,217,237,275,275,866,316,0,0,0,0,0,374,595,183,427,237,1262,721,56.0,7.0,7.0,0.0,3.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 12:19:00,0,0,0,4,8,8,12,8,12,20,12,36,20,17,27,118,185,13,156,17,14,20,20,5,0,0,3,232,329,211,301,250,576,546,345,1695,0,0,0,179,388,489,425,130,901,1001,429,2451,56.0,7.0,7.0,0.0,3.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 12:30:00,0,0,0,8,12,8,12,8,20,12,28,40,29,16,114,195,12,155,23,14,21,22,5,31,0,2,202,282,155,291,333,535,545,298,1422,1925,0,0,5,383,581,305,337,673,1093,528,2085,2382,56.0,8.0,6.0,0.0,3.0,7.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 12:56:00,0,8,12,4,12,8,20,16,20,36,44,40,46,263,18,78,100,14,8,19,16,9,95,4,121,301,213,237,278,329,812,329,947,1985,1692,1926,0,374,595,233,385,235,1423,619,1438,2309,3331,4672,56.0,8.0,6.0,0.0,3.0,7.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 13:21:00,8,8,12,4,16,20,8,40,40,40,48,24,56,72,99,17,13,20,18,5,99,4,0,14,349,204,309,268,682,425,406,1810,1857,1921,1751,1850,535,358,439,61,1002,1016,377,2681,3095,3893,4400,2693,56.0,8.0,6.0,0.0,3.0,7.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 13:30:00,12,8,12,8,20,12,28,40,40,44,32,36,12,155,23,14,21,22,5,31,72,0,1,26,155,291,333,535,545,298,1422,1925,1718,2011,1492,1923,581,305,337,673,1093,528,2085,2382,3807,4507,2771,4291,55.0,8.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 13:56:00,12,8,20,16,20,36,44,40,36,32,36,16,100,14,8,19,16,9,95,4,0,27,22,22,278,329,812,329,947,1985,1692,1926,1536,2032,1148,1272,385,235,1423,619,1438,2309,3331,4672,2956,3845,4319,2000,55.0,8.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 14:37:00,20,12,40,40,40,44,24,40,20,20,24,24,20,18,5,99,4,0,20,22,24,15,10,119,411,521,1925,1733,1867,1723,1882,1577,1060,1253,1236,1175,941,557,2691,3258,3927,4158,2754,4995,2312,3196,3457,3682,57.0,10.0,9.0,0.0,2.0,4.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 14:58:00,24,40,40,44,32,36,28,20,24,20,24,24,13,4,95,4,1,26,23,21,19,116,6,67,1089,2171,1662,1949,1461,1983,1020,1416,1275,1206,1190,1787,1718,2253,3477,4792,2851,3986,4340,2079,3093,3619,3978,4943,57.0,10.0,9.0,0.0,2.0,4.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 15:55:00,36,32,40,16,20,24,24,24,20,28,24,16,0,21,25,23,21,17,104,67,127,38,33,35,1706,2028,1235,1226,1118,1351,1118,1517,1921,2096,1487,881,3223,3454,4535,2114,3077,3710,3895,5371,3544,4308,4056,2097,59.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 16:11:00,32,36,16,24,20,28,20,20,32,20,16,8,27,22,22,19,17,104,67,127,39,42,27,26,2032,1148,1272,1181,1409,949,1779,1672,2176,1495,841,181,3845,4319,2000,3340,3527,3863,5377,4019,3990,3829,2020,1047,59.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 16:22:00,40,20,20,24,24,28,16,28,24,16,12,4,22,24,15,10,119,66,128,36,28,32,28,25,1577,1060,1253,1236,1175,1527,1528,2260,1486,986,595,466,4995,2312,3196,3457,3682,5449,3287,4773,4099,2241,1249,465,59.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,0.0,2,2
KMEM,2023-02-08 16:40:00,16,20,24,24,24,20,28,24,16,8,8,20,23,21,17,104,67,127,38,33,35,19,24,8,1226,1118,1351,1118,1517,1921,2096,1487,881,263,896,912,2114,3077,3710,3895,5371,3544,4308,4056,2097,1081,457,1695,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 16:58:00,24,20,24,24,20,28,20,20,4,12,16,20,19,116,6,67,138,29,41,27,26,16,9,108,1275,1206,1190,1787,1684,1897,1540,748,127,1414,632,920,3093,3619,3978,4943,4981,3931,3365,1858,588,685,1908,1628,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:08:00,28,24,24,16,28,24,16,12,8,20,12,12,14,116,67,127,37,33,26,28,25,8,97,24,1278,1226,1426,1717,2196,1414,999,500,511,1269,1127,104,3670,3677,5340,3421,4689,3994,2334,1099,465,1642,1515,1014,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:12:00,20,28,24,20,28,20,16,8,12,16,16,8,17,104,67,127,41,40,27,26,16,9,108,13,1280,1019,1847,1608,2123,1512,809,137,1347,692,905,76,3539,3948,5167,4537,3910,3559,1947,831,535,1889,1748,453,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:17:00,24,24,24,20,28,24,12,0,20,8,24,0,115,12,70,150,10,43,33,18,16,15,106,28,1435,1616,1553,1964,1585,1150,751,264,1424,798,527,16,4291,4843,3936,5517,4109,2069,1808,289,1068,1555,1691,157,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:26:00,28,20,20,32,20,16,8,8,20,16,8,4,104,67,127,39,42,27,26,16,9,108,13,52,949,1779,1672,2176,1495,841,181,1291,709,922,100,158,3863,5377,4019,3990,3829,2020,1047,480,1756,1823,569,531,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:29:00,28,20,20,32,20,16,4,16,12,20,4,4,6,67,157,11,42,25,26,16,9,109,29,52,1361,1741,1771,1575,1537,814,67,1458,591,909,45,157,4072,4814,5281,3824,3247,1835,295,799,1842,1646,345,566,62.0,10.0,9.0,0.0,3.0,5.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:31:00,24,24,20,28,24,12,4,20,8,24,0,4,6,74,151,11,43,33,18,16,9,112,28,51,1654,1617,1948,1493,1311,744,241,1396,721,662,25,159,4477,4341,5497,4224,2218,1800,237,1127,1558,1640,238,576,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,2,2
KMEM,2023-02-08 17:39:00,24,20,24,24,16,12,8,20,12,12,4,0,67,127,38,33,26,27,25,8,100,21,51,74,1380,2019,2081,1346,934,440,612,1183,1117,98,169,57,5355,3501,4376,4037,2273,1089,461,1678,1663,831,326,278,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 17:40:00,24,20,28,24,16,8,8,20,12,12,4,0,67,127,38,33,35,19,24,8,100,21,51,83,1517,1921,2096,1487,881,263,896,912,1108,94,169,66,5371,3544,4308,4056,2097,1081,457,1695,1774,699,482,122,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 17:44:00,20,20,32,20,16,4,16,12,20,4,4,0,67,157,11,42,25,26,16,9,109,29,52,66,1741,1771,1575,1537,814,67,1458,591,909,45,157,236,4814,5281,3824,3247,1835,295,799,1842,1646,345,566,41,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 17:55:00,20,28,24,16,8,8,20,12,12,4,0,8,127,38,33,35,19,24,8,100,21,51,83,134,1921,2096,1487,881,263,896,912,1108,94,169,66,532,3544,4308,4056,2097,1081,457,1695,1774,699,482,122,622,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 18:01:00,20,28,24,12,4,20,8,24,0,4,4,8,151,11,43,33,18,16,9,112,28,51,72,274,1948,1493,1311,744,241,1396,721,662,25,159,384,362,5497,4224,2218,1800,237,1127,1558,1640,238,576,434,273,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 18:04:00,24,24,24,12,4,16,12,20,0,4,4,8,78,10,49,27,18,16,78,43,29,77,119,259,2043,1563,1071,735,331,1433,1007,242,16,160,468,511,5209,4056,1944,1784,381,1089,1463,1653,101,580,576,562,61.0,11.0,8.0,0.0,3.0,4.0,4.0,0.0,1.0,3,2
KMEM,2023-02-08 18:56:00,8,8,20,16,8,4,0,8,12,4,8,16,26,16,9,108,13,52,81,135,288,87,177,291,181,1291,709,922,100,158,82,519,470,194,513,206,1047,480,1756,1823,569,531,86,607,1060,317,205,847,64.0,14.0,9.0,0.0,5.0,5.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 19:29:00,12,20,4,4,0,12,8,4,12,12,0,8,9,109,29,52,66,164,288,79,204,388,242,412,591,909,45,157,236,445,406,202,523,173,127,361,1842,1646,345,566,41,631,1155,198,639,471,218,391,64.0,14.0,9.0,0.0,5.0,5.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 19:55:00,12,4,0,8,12,4,4,20,0,8,8,4,21,51,83,134,276,100,163,294,350,391,160,117,94,169,66,532,473,195,492,227,48,240,296,105,699,482,122,622,1020,360,88,945,138,248,407,199,67.0,16.0,11.0,0.0,5.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 20:41:00,8,12,4,8,16,0,8,8,4,8,4,12,135,288,87,177,291,356,392,154,105,89,40,17,519,470,194,513,206,65,314,205,135,154,534,193,607,1060,317,205,847,137,269,375,200,304,268,854,69.0,16.0,12.0,0.0,6.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 20:55:00,12,4,4,20,0,8,8,4,8,4,12,12,276,100,163,294,350,391,160,117,84,43,20,9,473,195,492,227,48,240,296,105,184,495,210,318,1020,360,88,945,138,248,407,199,303,167,939,771,69.0,16.0,12.0,0.0,6.0,7.0,4.0,0.0,0.0,3,1
KMEM,2023-02-08 21:55:00,0,8,8,4,8,4,12,12,4,0,0,0,350,391,160,117,84,43,20,9,4,6,18,9,48,240,296,105,184,495,210,318,308,5,251,2,138,248,407,199,303,167,939,771,579,170,693,0,71.0,16.0,12.0,0.0,5.0,7.0,4.0,0.0,0.0,3,1
KMEM,2023-02-08 22:50:00,8,0,12,12,8,0,0,0,0,0,0,0,66,85,27,9,8,6,6,17,5,0,5,3,208,201,490,258,290,110,252,2,1,49,90,5,214,222,881,915,590,191,693,0,0,87,25,446,72.0,17.0,11.0,0.0,7.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 22:59:00,8,8,8,12,4,0,0,0,0,0,0,0,94,25,16,10,0,7,21,6,0,3,4,1,95,576,265,280,211,107,150,0,50,57,38,0,241,414,824,646,568,158,691,0,87,0,471,0,72.0,17.0,11.0,0.0,7.0,7.0,4.0,0.0,0.0,3,2
KMEM,2023-02-08 23:55:00,4,0,0,0,0,0,0,0,0,0,0,0,4,6,18,9,1,3,2,3,1,2,0,0,308,5,251,2,38,14,92,1,1,2,0,11,579,170,693,0,0,87,248,223,0,0,0,0,69.0,15.0,10.0,15.0,7.0,7.0,4.0,0.0,0.0,3,2
KMIA,2023-02-08 00:54:00,44,56,56,40,36,36,28,20,24,20,20,4,82,192,174,202,134,218,172,165,128,93,66,125,925,1272,1553,1401,1287,1352,1246,635,1284,678,905,238,1058,1235,1829,1397,1703,1353,1062,836,1413,854,653,144,74.0,9.0,11.0,0.0,8.0,7.0,2.0,0.0,0.0,4,3
KMIA,2023-02-08 01:54:00,36,36,28,20,24,20,20,4,12,36,12,24,134,218,172,165,128,93,66,125,84,67,105,51,1287,1352,1246,635,1284,678,905,238,603,1529,766,1256,1703,1353,1062,836,1413,854,653,144,616,1801,496,1114,73.0,7.0,11.0,0.0,8.0,7.0,2.0,0.0,0.0,4,3
KMIA,2023-02-08 02:59:00,36,16,16,4,16,32,16,20,16,12,8,0,105,76,82,108,78,78,112,16,13,28,60,17,1305,836,696,131,771,1834,576,1285,516,513,78,73,1507,899,391,78,1242,1327,581,1047,325,518,78,30,72.0,9.0,9.0,0.0,8.0,7.0,2.0,0.0,0.0,3,2
KMIA,2023-02-08 03:55:00,16,32,12,28,12,12,8,4,4,4,0,8,80,70,112,40,8,34,36,38,26,12,10,8,699,1508,695,1339,741,449,199,81,58,50,4,463,849,1646,463,1093,482,479,100,79,40,76,97,377,73.0,10.0,8.0,0.0,8.0,7.0,2.0,0.0,0.0,2,1
KMIA,2023-02-08 04:55:00,12,12,8,4,4,4,0,8,4,0,12,0,8,34,36,38,26,12,10,8,13,13,23,21,741,449,199,81,58,50,4,463,23,45,116,4,482,479,100,79,40,76,97,377,38,38,135,0,73.0,10.0,8.0,0.0,6.0,7.0,3.0,0.0,0.0,2,1
KMIA,2023-02-08 05:54:00,4,4,0,8,0,4,12,0,0,4,0,8,26,12,10,8,8,18,23,21,25,31,11,27,58,49,5,463,11,33,139,5,31,208,17,816,40,76,76,398,13,46,152,0,15,143,0,400,73.0,9.0,9.0,0.0,8.0,7.0,3.0,0.0,0.0,2,1
KMIA,2023-02-08 06:55:00,4,0,12,0,0,4,0,8,0,8,24,8,13,13,23,21,25,31,23,15,13,21,33,26,23,45,116,4,176,63,18,817,9,95,894,406,38,38,135,0,25,133,0,400,0,161,511,186,73.0,10.0,10.0,0.0,6.0,7.0,2.0,0.0,0.0,2,1
KMIA,2023-02-08 08:00:00,4,0,4,4,4,12,20,4,8,12,12,20,38,9,21,13,13,46,10,30,4,15,20,29,237,0,584,252,22,632,377,386,260,591,870,970,158,0,134,266,0,497,285,100,215,503,367,383,73.0,10.0,9.0,0.0,8.0,7.0,3.0,0.0,0.0,3,2
KMIA,2023-02-08 08:54:00,0,8,20,12,4,12,12,12,16,24,20,12,13,21,33,26,11,14,17,23,70,75,32,126,10,76,800,505,191,320,775,981,751,1166,541,569,0,133,524,201,165,331,512,278,285,914,564,359,72.0,9.0,9.0,0.0,8.0,7.0,2.0,0.0,0.0,3,2
KMIA,2023-02-08 09:54:00,4,12,12,12,16,24,20,12,16,24,40,24,11,14,17,23,70,75,32,126,100,159,102,101,191,320,775,981,751,1166,541,569,816,1105,2009,878,165,331,512,278,285,914,564,359,437,639,1659,1285,71.0,7.0,4.0,0.0,6.0,7.0,2.0,0.0,0.0,3,2
