station,datetime,cor,auto,weather,temperature,dewpoint,date_time,cloud_layers,visibility_meters,wind_speed_mps,pressure
KOOA,010035Z,,False,CLR ,26.0,20.0,2022-09-01 00:35:00+00:00,[],11265.0,9.26,1016.59
KOPF,312353Z,,False,FEW,,,2022-08-31 23:53:00+00:00,[],16093.0,8.23,
KOPF,312353Z,,False,FEW,,,2022-08-31 23:53:00+00:00,[],16093.0,8.23,
KOPF,312353Z,,False,FEW,,,2022-08-31 23:53:00+00:00,[],16093.0,8.23,
KOPF,312353Z,,False,FEW,,,2022-08-31 23:53:00+00:00,[],16093.0,8.23,
KOPF,312353Z,,False,FEW,,,2022-08-31 23:53:00+00:00,[],16093.0,8.23,
KOPL,312355Z,,False,CLR ,31.0,26.0,2022-08-31 23:55:00+00:00,[],16093.0,1.54,1013.89
KOPL,312355Z,,False,CLR ,31.0,26.0,2022-08-31 23:55:00+00:00,[],16093.0,1.54,1013.89
KOPL,312355Z,,False,CLR ,31.0,26.0,2022-08-31 23:55:00+00:00,[],16093.0,1.54,1013.89
KOPL,010015Z,,False,CLR ,30.0,27.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1013.89
KOPL,010015Z,,False,CLR ,30.0,27.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1013.89
KOPL,010015Z,,False,CLR ,30.0,27.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1013.89
KOPL,010035Z,,False,CLR ,28.0,28.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.22
KOPL,010035Z,,False,CLR ,28.0,28.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.22
KOPL,010035Z,,False,CLR ,28.0,28.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.22
KOPN,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,18.52,
KOPN,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,18.52,
KOPN,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,18.52,
KOPN,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,18.52,
KOPN,010015Z,,False,SCT,,,2022-09-01 00:15:00+00:00,[],16093.0,17.49,
KOPN,010015Z,,False,SCT,,,2022-09-01 00:15:00+00:00,[],16093.0,17.49,
KOPN,010015Z,,False,SCT,,,2022-09-01 00:15:00+00:00,[],16093.0,17.49,
KOPN,010015Z,,False,SCT,,,2022-09-01 00:15:00+00:00,[],16093.0,17.49,
KOPN,010035Z,,False,SCT,,,2022-09-01 00:35:00+00:00,[],16093.0,18.52,
KOPN,010035Z,,False,SCT,,,2022-09-01 00:35:00+00:00,[],16093.0,18.52,
KOPN,010035Z,,False,SCT,,,2022-09-01 00:35:00+00:00,[],16093.0,18.52,
KOPN,010035Z,,False,SCT,,,2022-09-01 00:35:00+00:00,[],16093.0,18.52,
KOQN,312355Z,,False,CLR ,24.0,12.0,2022-08-30 23:55:00+00:00,[],16093.0,0.0,1012.19
KOQN,312355Z,,False,CLR ,24.0,12.0,2022-08-31 23:55:00+00:00,[],16093.0,0.0,1012.19
KOQN,312355Z,,False,CLR ,24.0,12.0,2022-08-31 23:55:00+00:00,[],16093.0,0.0,1012.19
KOQN,312355Z,,False,CLR ,24.0,12.0,2022-08-31 23:55:00+00:00,[],16093.0,0.0,1012.19
KOQN,312355Z,,False,CLR ,24.0,12.0,2022-08-31 23:55:00+00:00,[],16093.0,0.0,1012.19
KOQN,010015Z,,False,CLR ,24.0,11.0,2022-09-01 00:15:00+00:00,[],16093.0,13.38,1012.19
KOQN,010015Z,,False,CLR ,24.0,11.0,2022-09-01 00:15:00+00:00,[],16093.0,13.38,1012.19
KOQN,010015Z,,False,CLR ,24.0,11.0,2022-09-01 00:15:00+00:00,[],16093.0,13.38,1012.19
KOQN,010015Z,,False,CLR ,24.0,11.0,2022-09-01 00:15:00+00:00,[],16093.0,13.38,1012.19
KOQN,010015Z,,False,CLR ,24.0,11.0,2022-09-01 00:15:00+00:00,[],16093.0,13.38,1012.19
KOQN,010035Z,,False,CLR ,23.0,12.0,2022-09-01 00:35:00+00:00,[],16093.0,13.89,1012.53
KOQN,010035Z,,False,CLR ,23.0,12.0,2022-09-01 00:35:00+00:00,[],16093.0,13.89,1012.53
KOQN,010035Z,,False,CLR ,23.0,12.0,2022-09-01 00:35:00+00:00,[],16093.0,13.89,1012.53
KOQN,010035Z,,False,CLR ,23.0,12.0,2022-09-01 00:35:00+00:00,[],16093.0,13.89,1012.53
KOQN,010035Z,,False,CLR ,23.0,12.0,2022-09-01 00:35:00+00:00,[],16093.0,13.89,1012.53
KOQT,312353Z,,False,CLR ,27.0,15.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1016.26
KOQT,312353Z,,False,CLR ,27.0,15.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1016.26
KOQT,312353Z,,False,CLR ,27.0,15.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1016.26
KOQT,312353Z,,False,CLR ,27.0,15.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1016.26
KOQT,312353Z,,False,CLR ,27.0,15.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1016.26
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KOQU,312350Z,,False,SKC ,25.0,9.0,2022-08-31 23:50:00+00:00,[],16093.0,16.98,1009.14
KORB,312353Z,,False,CLR ,24.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1013.89
KORB,312353Z,,False,CLR ,24.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1013.89
KORB,312353Z,,False,CLR ,24.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1013.89
KORB,312353Z,,False,CLR ,24.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1013.89
KORB,312353Z,,False,CLR ,24.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1013.89
KORB,010013Z,,False,CLR ,23.0,16.0,2022-09-01 00:13:00+00:00,[],16093.0,0.0,1013.55
KORB,010013Z,,False,CLR ,23.0,16.0,2022-09-01 00:13:00+00:00,[],16093.0,0.0,1013.55
KORB,010013Z,,False,CLR ,23.0,16.0,2022-09-01 00:13:00+00:00,[],16093.0,0.0,1013.55
KORB,010013Z,,False,CLR ,23.0,16.0,2022-09-01 00:13:00+00:00,[],16093.0,0.0,1013.55
KORB,010013Z,,False,CLR ,23.0,16.0,2022-09-01 00:13:00+00:00,[],16093.0,0.0,1013.55
KORB,010033Z,,False,CLR ,22.0,16.0,2022-09-01 00:33:00+00:00,[],16093.0,0.0,1013.21
KORB,010033Z,,False,CLR ,22.0,16.0,2022-09-01 00:33:00+00:00,[],16093.0,0.0,1013.21
KORB,010033Z,,False,CLR ,22.0,16.0,2022-09-01 00:33:00+00:00,[],16093.0,0.0,1013.21
KORB,010033Z,,False,CLR ,22.0,16.0,2022-09-01 00:33:00+00:00,[],16093.0,0.0,1013.21
KORB,010033Z,,False,CLR ,22.0,16.0,2022-09-01 00:33:00+00:00,[],16093.0,0.0,1013.21
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORD,312351Z,,False,FEW,,,2022-08-31 23:51:00+00:00,[],16093.0,12.86,
KORE,312352Z,,False,CLR ,21.0,11.0,2022-08-31 23:52:00+00:00,[],16093.0,0.0,1009.14
KORE,312352Z,,False,CLR ,21.0,11.0,2022-08-31 23:52:00+00:00,[],16093.0,0.0,1009.14
KORE,312352Z,,False,CLR ,21.0,11.0,2022-08-31 23:52:00+00:00,[],16093.0,0.0,1009.14
KORE,312352Z,,False,CLR ,21.0,11.0,2022-08-31 23:52:00+00:00,[],16093.0,0.0,1009.14
KORE,312352Z,,False,CLR ,21.0,11.0,2022-08-31 23:52:00+00:00,[],16093.0,0.0,1009.14
KORF,312351Z,,False,CLR ,27.0,17.0,2022-08-31 23:51:00+00:00,[],16093.0,7.2,1012.19
KORF,312351Z,,False,CLR ,27.0,17.0,2022-08-31 23:51:00+00:00,[],16093.0,7.2,1012.19
KORF,312351Z,,False,CLR ,27.0,17.0,2022-08-31 23:51:00+00:00,[],16093.0,7.2,1012.19
KORF,312351Z,,False,CLR ,27.0,17.0,2022-08-31 23:51:00+00:00,[],16093.0,7.2,1012.19
KORF,312351Z,,False,CLR ,27.0,17.0,2022-08-31 23:51:00+00:00,[],16093.0,7.2,1012.19
KORG,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,0.0,
KORG,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,0.0,
KORG,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,0.0,
KORG,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,0.0,
KORG,312355Z,,False,SCT,,,2022-08-31 23:55:00+00:00,[],16093.0,0.0,
KORG,010015Z,,False,CLR ,31.0,26.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1014.56
KORG,010015Z,,False,CLR ,31.0,26.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1014.56
KORG,010015Z,,False,CLR ,31.0,26.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1014.56
KORG,010015Z,,False,CLR ,31.0,26.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1014.56
KORG,010015Z,,False,CLR ,31.0,26.0,2022-09-01 00:15:00+00:00,[],16093.0,0.0,1014.56
KORG,010035Z,,False,CLR ,30.0,26.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.56
KORG,010035Z,,False,CLR ,30.0,26.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.56
KORG,010035Z,,False,CLR ,30.0,26.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.56
KORG,010035Z,,False,CLR ,30.0,26.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.56
KORG,010035Z,,False,CLR ,30.0,26.0,2022-09-01 00:35:00+00:00,[],16093.0,0.0,1014.56
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORH,312354Z,,False,CLR ,20.0,11.0,2022-08-31 23:54:00+00:00,[],16093.0,13.89,1009.82
KORL,312348Z,,False,TS ,26.0,23.0,2022-08-31 23:48:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 1, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.09,1015.24
KORL,312348Z,,False,TS ,26.0,23.0,2022-08-31 23:48:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 1, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.09,1015.24
KORL,312348Z,,False,TS ,26.0,23.0,2022-08-31 23:48:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 1, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.09,1015.24
KORL,312353Z,,False,TS ,26.0,23.0,2022-08-31 23:53:00+00:00,"[{'sky_cover': 3, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.6,1015.92
KORL,312353Z,,False,TS ,26.0,23.0,2022-08-31 23:53:00+00:00,"[{'sky_cover': 3, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.6,1015.92
KORL,312353Z,,False,TS ,26.0,23.0,2022-08-31 23:53:00+00:00,"[{'sky_cover': 3, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.6,1015.92
KORL,312353Z,,False,TS ,26.0,23.0,2022-08-31 23:53:00+00:00,"[{'sky_cover': 3, 'altitude_ft': 4900, 'cumulonimbus': 0}]",16093.0,3.6,1015.92
KORL,010035Z,,False,VCTS ,,,2022-09-01 00:35:00+00:00,[],16093.0,3.6,
KORL,010035Z,,False,VCTS ,,,2022-09-01 00:35:00+00:00,[],16093.0,3.6,
KORL,010035Z,,False,VCTS ,,,2022-09-01 00:35:00+00:00,[],16093.0,3.6,
KORS,312355Z,,False,CLR ,26.0,16.0,2022-08-31 23:55:00+00:00,[],16093.0,8.75,1011.85
KORS,312355Z,,False,CLR ,26.0,16.0,2022-08-31 23:55:00+00:00,[],16093.0,8.75,1011.85
KORS,312355Z,,False,CLR ,26.0,16.0,2022-08-31 23:55:00+00:00,[],16093.0,8.75,1011.85
KORS,312355Z,,False,CLR ,26.0,16.0,2022-08-31 23:55:00+00:00,[],16093.0,8.75,1011.85
KORS,312355Z,,False,CLR ,26.0,16.0,2022-08-31 23:55:00+00:00,[],16093.0,8.75,1011.85
KORS,010015Z,,False,CLR ,25.0,16.0,2022-09-01 00:15:00+00:00,[],16093.0,9.77,1011.85
KORS,010015Z,,False,CLR ,25.0,16.0,2022-09-01 00:15:00+00:00,[],16093.0,9.77,1011.85
KORS,010015Z,,False,CLR ,25.0,16.0,2022-09-01 00:15:00+00:00,[],16093.0,9.77,1011.85
KORS,010015Z,,False,CLR ,25.0,16.0,2022-09-01 00:15:00+00:00,[],16093.0,9.77,1011.85
KORS,010015Z,,False,CLR ,25.0,16.0,2022-09-01 00:15:00+00:00,[],16093.0,9.77,1011.85
KORS,010035Z,,False,CLR ,24.0,15.0,2022-09-01 00:35:00+00:00,[],16093.0,8.75,1011.51
KORS,010035Z,,False,CLR ,24.0,15.0,2022-09-01 00:35:00+00:00,[],16093.0,8.75,1011.51
KORS,010035Z,,False,CLR ,24.0,15.0,2022-09-01 00:35:00+00:00,[],16093.0,8.75,1011.51
KORS,010035Z,,False,CLR ,24.0,15.0,2022-09-01 00:35:00+00:00,[],16093.0,8.75,1011.51
KORS,010035Z,,False,CLR ,24.0,15.0,2022-09-01 00:35:00+00:00,[],16093.0,8.75,1011.51
KOSA,312355Z,,False,CLR ,31.0,24.0,2022-08-31 23:55:00+00:00,[],16093.0,7.72,1015.24
KOSA,312355Z,,False,CLR ,31.0,24.0,2022-08-31 23:55:00+00:00,[],16093.0,7.72,1015.24
KOSA,312355Z,,False,CLR ,31.0,24.0,2022-08-31 23:55:00+00:00,[],16093.0,7.72,1015.24
KOSA,312355Z,,False,CLR ,31.0,24.0,2022-08-31 23:55:00+00:00,[],16093.0,7.72,1015.24
KOSA,312355Z,,False,CLR ,31.0,24.0,2022-08-31 23:55:00+00:00,[],16093.0,7.72,1015.24
KOSA,010015Z,,False,CLR ,30.0,25.0,2022-09-01 00:15:00+00:00,[],16093.0,8.75,1015.24
KOSA,010015Z,,False,CLR ,30.0,25.0,2022-09-01 00:15:00+00:00,[],16093.0,8.75,1015.24
KOSA,010015Z,,False,CLR ,30.0,25.0,2022-09-01 00:15:00+00:00,[],16093.0,8.75,1015.24
KOSA,010015Z,,False,CLR ,30.0,25.0,2022-09-01 00:15:00+00:00,[],16093.0,8.75,1015.24
KOSA,010015Z,,False,CLR ,30.0,25.0,2022-09-01 00:15:00+00:00,[],16093.0,8.75,1015.24
KOSA,010035Z,,False,CLR ,29.0,25.0,2022-09-01 00:35:00+00:00,[],16093.0,7.72,1015.24
KOSA,010035Z,,False,CLR ,29.0,25.0,2022-09-01 00:35:00+00:00,[],16093.0,7.72,1015.24
KOSA,010035Z,,False,CLR ,29.0,25.0,2022-09-01 00:35:00+00:00,[],16093.0,7.72,1015.24
KOSA,010035Z,,False,CLR ,29.0,25.0,2022-09-01 00:35:00+00:00,[],16093.0,7.72,1015.24
KOSA,010035Z,,False,CLR ,29.0,25.0,2022-09-01 00:35:00+00:00,[],16093.0,7.72,1015.24
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,312355Z,,False,CLR ,23.0,9.0,2022-08-31 23:55:00+00:00,[],16093.0,14.4,1010.84
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010015Z,,False,CLR ,21.0,9.0,2022-09-01 00:15:00+00:00,[],16093.0,14.4,1011.18
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSC,010035Z,,False,CLR ,20.0,9.0,2022-09-01 00:35:00+00:00,[],16093.0,15.95,1011.51
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSH,312353Z,,False,CLR ,26.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,14.92,1013.55
KOSU,312353Z,,False,CLR ,24.0,13.0,2022-08-31 23:53:00+00:00,[],16093.0,14.4,1015.92
KOSU,312353Z,,False,CLR ,24.0,13.0,2022-08-31 23:53:00+00:00,[],16093.0,14.4,1015.92
KOSU,312353Z,,False,CLR ,24.0,13.0,2022-08-31 23:53:00+00:00,[],16093.0,14.4,1015.92
KOSU,312353Z,,False,CLR ,24.0,13.0,2022-08-31 23:53:00+00:00,[],16093.0,14.4,1015.92
KOSU,312353Z,,False,CLR ,24.0,13.0,2022-08-31 23:53:00+00:00,[],16093.0,14.4,1015.92
KOTG,312356Z,,False,CLR ,27.0,18.0,2022-08-31 23:56:00+00:00,[],16093.0,8.75,1015.92
KOTG,312356Z,,False,CLR ,27.0,18.0,2022-08-31 23:56:00+00:00,[],16093.0,8.75,1015.92
KOTG,312356Z,,False,CLR ,27.0,18.0,2022-08-31 23:56:00+00:00,[],16093.0,8.75,1015.92
KOTG,312356Z,,False,CLR ,27.0,18.0,2022-08-31 23:56:00+00:00,[],16093.0,8.75,1015.92
KOTG,312356Z,,False,CLR ,27.0,18.0,2022-08-31 23:56:00+00:00,[],16093.0,8.75,1015.92
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTH,312356Z,,False,OVC,,,2022-08-31 23:56:00+00:00,[],16093.0,13.89,
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOTM,312353Z,,False,CLR ,27.0,16.0,2022-08-31 23:53:00+00:00,[],16093.0,9.26,1015.58
KOUN,312346Z,,False,CLR ,32.0,20.0,2022-08-31 23:46:00+00:00,[],16093.0,5.14,1015.24
KOUN,312346Z,,False,CLR ,32.0,20.0,2022-08-31 23:46:00+00:00,[],16093.0,5.14,1015.24
KOUN,312346Z,,False,CLR ,32.0,20.0,2022-08-31 23:46:00+00:00,[],16093.0,5.14,1015.24
KOUN,312346Z,,False,CLR ,32.0,20.0,2022-08-31 23:46:00+00:00,[],16093.0,5.14,1015.24
KOVE,312353Z,,False,CLR ,37.0,10.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1011.51
KOVE,312353Z,,False,CLR ,37.0,10.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1011.51
KOVE,312353Z,,False,CLR ,37.0,10.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1011.51
KOVE,312353Z,,False,CLR ,37.0,10.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1011.51
KOVE,312353Z,,False,CLR ,37.0,10.0,2022-08-31 23:53:00+00:00,[],16093.0,0.0,1011.51
KOVL,312355Z,,False,,,,2022-08-31 23:55:00+00:00,[],,1.54,
KOVL,312355Z,,False,,,,2022-08-31 23:55:00+00:00,[],,1.54,
KOVL,312355Z,,False,,,,2022-08-31 23:55:00+00:00,[],,1.54,
KOVL,312355Z,,False,,,,2022-08-31 23:55:00+00:00,[],,1.54,
KOVL,312355Z,,False,,,,2022-08-31 23:55:00+00:00,[],,1.54,
KOVL,010015Z,,False,,,,2022-09-01 00:15:00+00:00,[],,0.0,
KOVL,010015Z,,False,,,,2022-09-01 00:15:00+00:00,[],,0.0,
KOVL,010015Z,,False,,,,2022-09-01 00:15:00+00:00,[],,0.0,
KOVL,010015Z,,False,,,,2022-09-01 00:15:00+00:00,[],,0.0,
KOVL,010015Z,,False,,,,2022-09-01 00:15:00+00:00,[],,0.0,
KOVL,010035Z,,False,,,,2022-09-01 00:35:00+00:00,[],,0.0,
KOVL,010035Z,,False,,,,2022-09-01 00:35:00+00:00,[],,0.0,
KOVL,010035Z,,False,,,,2022-09-01 00:35:00+00:00,[],,0.0,
KOVL,010035Z,,False,,,,2022-09-01 00:35:00+00:00,[],,0.0,
KOVL,010035Z,,False,,,,2022-09-01 00:35:00+00:00,[],,0.0,
KOVS,312353Z,,False,CLR ,27.0,17.0,2022-08-31 23:53:00+00:00,[],16093.0,12.35,1014.9
KOVS,312353Z,,False,CLR ,27.0,17.0,2022-08-31 23:53:00+00:00,[],16093.0,12.35,1014.9
KOVS,312353Z,,False,CLR ,27.0,17.0,2022-08-31 23:53:00+00:00,[],16093.0,12.35,1014.9
KOVS,312353Z,,False,CLR ,27.0,17.0,2022-08-31 23:53:00+00:00,[],16093.0,12.35,1014.9
KOVS,312353Z,,False,CLR ,27.0,17.0,2022-08-31 23:53:00+00:00,[],16093.0,12.35,1014.9
KOWA,312353Z,,False,CLR ,26.0,21.0,2022-08-31 23:53:00+00:00,[],16093.0,10.8,1015.24
KOWA,312353Z,,False,CLR ,26.0,21.0,2022-08-31 23:53:00+00:00,[],16093.0,10.8,1015.24
KOWA,312353Z,,False,CLR ,26.0,21.0,2022-08-31 23:53:00+00:00,[],16093.0,10.8,1015.24
KOWA,312353Z,,False,CLR ,26.0,21.0,2022-08-31 23:53:00+00:00,[],16093.0,10.8,1015.24
KOWA,312353Z,,False,CLR ,26.0,21.0,2022-08-31 23:53:00+00:00,[],16093.0,10.8,1015.24
KOWA,010013Z,,False,CLR ,24.0,21.0,2022-09-01 00:13:00+00:00,[],11265.0,10.29,1015.24
KOWA,010013Z,,False,CLR ,24.0,21.0,2022-09-01 00:13:00+00:00,[],11265.0,10.29,1015.24
KOWA,010013Z,,False,CLR ,24.0,21.0,2022-09-01 00:13:00+00:00,[],11265.0,10.29,1015.24
KOWA,010013Z,,False,CLR ,24.0,21.0,2022-09-01 00:13:00+00:00,[],11265.0,10.29,1015.24
KOWA,010013Z,,False,CLR ,24.0,21.0,2022-09-01 00:13:00+00:00,[],11265.0,10.29,1015.24
KOWA,010033Z,,False,HZ ,23.0,20.0,2022-09-01 00:33:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",8046.0,10.29,1015.24
KOWA,010033Z,,False,HZ ,23.0,20.0,2022-09-01 00:33:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",8046.0,10.29,1015.24
KOWA,010033Z,,False,HZ ,23.0,20.0,2022-09-01 00:33:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",8046.0,10.29,1015.24
KOWA,010033Z,,False,HZ ,23.0,20.0,2022-09-01 00:33:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",8046.0,10.29,1015.24
KOWA,010033Z,,False,HZ ,23.0,20.0,2022-09-01 00:33:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",8046.0,10.29,1015.24
KOWB,312356Z,,False,CLR ,26.0,16.0,2022-08-31 23:56:00+00:00,[],16093.0,17.49,1016.93
